ticker,run_type,final_return_%,CAGR_%,Sharpe,MaxDD_%,total_trades,bh_final_return_%,bh_CAGR_%,bh_Sharpe,bh_MaxDD_%,seed,
GE,baseline,160.6120147705078,32.26850128173828,1.305506381138926,-26.398521423339844,41,197.37649536132812,37.46421432495117,1.121540330312544,-46.545467376708984,8
GE,headline,209.2220001220703,39.04087448120117,1.2582043662538964,-34.898963928222656,25,197.37649536132812,37.46421432495117,1.121540330312544,-46.545467376708984,1111
GE,techsent,203.9075927734375,38.338897705078125,1.305770503858038,-38.50702667236328,44,197.37649536132812,37.46421432495117,1.121540330312544,-46.545467376708984,8
GE,all,185.48304748535156,35.835777282714844,1.0924534571951736,-46.52314376831055,1,197.37649536132812,37.46421432495117,1.121540330312544,-46.545467376708984,26
BABA,all,-64.54002380371094,-32.375301361083984,-0.5409958185315971,-67.40509796142578,13,-66.85752868652344,-34.078128814697266,-0.4501197861337538,-74.11991119384766,8
BABA,baseline,-46.29660415649414,-20.909727096557617,-0.3605672569661219,-58.225460052490234,25,-66.85752868652344,-34.078128814697266,-0.4501197861337538,-74.11991119384766,1111
BABA,headline,-67.01032257080078,-34.19296646118164,-0.47349502056157167,-73.2514877319336,7,-66.85752868652344,-34.078128814697266,-0.4501197861337538,-74.11991119384766,8
BABA,techsent,-52.18871307373047,-24.302936553955078,-0.4930500040576507,-54.586307525634766,76,-66.85752868652344,-34.078128814697266,-0.4501197861337538,-74.11991119384766,8
GOOG,all,21.967077255249023,14.606893539428711,0.5700397229287829,-32.02713394165039,1,23.561359405517578,15.633320808410645,0.5934196690682217,-32.05568313598633,8
GOOG,baseline,22.166656494140625,14.735614776611328,0.5874424557577885,-27.846750259399414,5,23.561359405517578,15.633320808410645,0.5934196690682217,-32.05568313598633,26
GOOG,headline,23.03413200378418,15.294337272644043,0.6093684387303199,-26.70671272277832,5,23.561359405517578,15.633320808410645,0.5934196690682217,-32.05568313598633,26
GOOG,techsent,21.967077255249023,14.606893539428711,0.5700397229287829,-32.02713394165039,1,23.561359405517578,15.633320808410645,0.5934196690682217,-32.05568313598633,8
KO,all,25.9117488861084,5.539238452911377,0.35771082762815676,-36.95393371582031,27,22.78536605834961,4.92016077041626,0.32983995797352333,-36.987510681152344,26
KO,baseline,24.164581298828125,5.194735527038574,0.34453042903897324,-36.660247802734375,17,22.78536605834961,4.92016077041626,0.32983995797352333,-36.987510681152344,26
KO,headline,53.146934509277344,10.487329483032227,0.7670705998373699,-12.953333854675293,47,22.78536605834961,4.92016077041626,0.32983995797352333,-36.987510681152344,26
KO,techsent,29.04229164123535,6.147456169128418,0.38850006374882223,-36.92460632324219,31,22.78536605834961,4.92016077041626,0.32983995797352333,-36.987510681152344,26
MRK,all,53.665958404541016,10.639309883117676,0.5578629787446228,-24.082759857177734,37,39.91987609863281,8.22596549987793,0.4517707178275058,-27.261507034301758,1111
MRK,baseline,31.360769271850586,6.630122661590576,0.4041627570530476,-26.73884391784668,123,39.91987609863281,8.22596549987793,0.4517707178275058,-27.261507034301758,1111
MRK,headline,55.35615539550781,10.924506187438965,0.5672744209031444,-23.88358497619629,51,39.91987609863281,8.22596549987793,0.4517707178275058,-27.261507034301758,1111
MRK,techsent,5.0077080726623535,1.156604290008545,0.1609416827597567,-33.70945358276367,197,39.91987609863281,8.22596549987793,0.4517707178275058,-27.261507034301758,8
MS,all,163.94338989257812,26.699506759643555,0.8564949231726401,-51.32124328613281,39,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,1111
MS,baseline,80.319091796875,15.459430694580078,0.6109578543824141,-47.070335388183594,132,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,8
MS,headline,108.45806884765625,19.614755630493164,0.6901424269796161,-51.28226852416992,18,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,26
MS,techsent,112.7300033569336,20.20785903930664,0.6828944132894321,-49.01103973388672,5,95.4928970336914,17.756546020507812,0.624842105401868,-51.325828552246094,8
NVDA,all,667.56689453125,71.97350311279297,1.3142071195696876,-65.50640106201172,121,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,1111
NVDA,baseline,688.5559692382812,73.21214294433594,1.3291742163467692,-66.17888641357422,1,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,8
NVDA,headline,714.7318115234375,74.72341918945312,1.397592090669229,-63.14030456542969,9,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,1111
NVDA,techsent,696.870361328125,73.69612121582031,1.33323229085595,-65.18251037597656,5,637.6282348632812,70.16294860839844,1.2394174200514225,-66.33509063720703,26
QQQ,all,143.22862243652344,26.740026473999023,1.0631593548376264,-35.10409927368164,1,93.6620864868164,19.2690486907959,0.7763057417820997,-35.11873245239258,26
QQQ,baseline,24.626731872558594,6.045079231262207,0.9198862076996754,-8.30772590637207,96,93.6620864868164,19.2690486907959,0.7763057417820997,-35.11873245239258,26
QQQ,headline,131.0254364013672,25.012611389160156,1.0125248535392732,-35.10409927368164,11,93.6620864868164,19.2690486907959,0.7763057417820997,-35.11873245239258,1111
QQQ,techsent,19.084035873413086,4.766631126403809,0.6834798359026493,-6.6469645500183105,24,93.6620864868164,19.2690486907959,0.7763057417820997,-35.11873245239258,26
T,all,5.17960786819458,2.3442506790161133,0.21684038132598796,-31.11615753173828,5,-6.423920631408691,-3.0006587505340576,0.02347135803673519,-32.008018493652344,1111
T,baseline,3.0048012733459473,1.3677358627319336,0.17921955788230598,-29.259761810302734,17,-6.423920631408691,-3.0006587505340576,0.02347135803673519,-32.008018493652344,8
T,headline,-4.973316192626953,-2.3135602474212646,0.04340828794205284,-31.260517120361328,3,-6.423920631408691,-3.0006587505340576,0.02347135803673519,-32.008018493652344,8
T,techsent,1.3185381889343262,0.602877140045166,0.14038556649204972,-30.232906341552734,47,-6.423920631408691,-3.0006587505340576,0.02347135803673519,-32.008018493652344,8
WFC,all,75.22093963623047,17.254520416259766,0.6786750239028595,-34.82993698120117,5,90.89045715332031,20.139671325683594,0.6984164510828402,-37.09705352783203,26
WFC,baseline,81.67940521240234,18.4652099609375,0.746554540965271,-33.76109313964844,9,90.89045715332031,20.139671325683594,0.6984164510828402,-37.09705352783203,26
WFC,headline,84.50021362304688,18.984329223632812,0.7367640653631382,-30.354564666748047,9,90.89045715332031,20.139671325683594,0.6984164510828402,-37.09705352783203,1111
WFC,techsent,69.83271789550781,16.219758987426758,0.643530942806454,-36.432315826416016,25,90.89045715332031,20.139671325683594,0.6984164510828402,-37.09705352783203,8
